一万一千	一萬一千
政治舞台	政治舞臺
政见发表	政見發表
故地重游	故地重遊
故态复萌	故態復萌
敌前敌后	敵前敵後
敌后伏击	敵後伏擊
敌后作战	敵後作戰
敌后工作	敵後工作
敌忾同仇	敵愾同仇
救困扶危	救困扶危
救恩计划	救恩計劃
教外别传	教外別傳
教学示范	教學示範
教学计划	教學計劃
教猱升木	教猱升木
教育出来	教育出來
教育制度	教育制度
教育团体	教育團體
教育方针	教育方針
敝帚千金	敝帚千金
敢作敢当	敢作敢當
敢做敢当	敢做敢當
敢斗了胆	敢斗了膽
散兵游勇	散兵遊勇
散发传单	散發傳單
散发出来	散發出來
敦煌曲子	敦煌曲子
敬姜犹绩	敬姜猶績
数不胜数	數不勝數
数与虏确	數與虜确
数以万计	數以萬計
数以万订	數以萬訂
数以千计	數以千計
数位控制	數位控制
数位艺术	數位藝術
数值控制	數值控制
数值范围	數值範圍
数字修复	數位修補
数字时钟	數字時鐘
数字系数	數字係數
数字钟表	數字鐘錶
数据专线	數據專綫
数据介面	數據介面
数据传输	數據傳輸
数据压缩	數據壓縮
数据处理	數據處理
数据总线	數據總綫
数据挖掘	數據挖掘
数据接口	數據接口
数据结构	數據結構
数据网络	數據網絡
数据资料	數據資料
数据通信	數據通信
数据通讯	數據通訊
数据链路	數據鏈路
数米志炊	數米志炊
数罪并罚	數罪併罰
整个地球	整個地球
整个来说	整個來說
整人游戏	整人遊戲
整厂输出	整廠輸出
整发用品	整髮用品
整合系统	整合系統
整型手术	整型手術
整容手术	整容手術
整数集合	整數集合
整理出来	整理出來
整装待发	整裝待發
整齐划一	整齊劃一
整齐干淨	整齊乾淨
敷彩泥塑	敷彩泥塑
敷衍了事	敷衍了事
文不尽意	文不盡意
文书鉴定	文書鑑定
文件旅游	文件旅遊
文修武偃	文修武偃
文修武备	文修武備
文创志业	文創志業
文化体系	文化體系
文化冲击	文化衝擊
文化斗争	文化鬥爭
文化水准	文化水準
文君当垆	文君當壚
文坛人士	文壇人士
文心雕龙	文心雕龍
文思泉涌	文思泉涌
文情并茂	文情並茂
文擅雕龙	文擅雕龍
文斯范恩	文斯范恩
文星和合	文星和合
文武全才	文武全才
文武合一	文武合一
文炳雕龙	文炳雕龍
文章星斗	文章星斗
文艺复兴	文藝復興
文艺演出	文藝演出
文身断发	文身斷髮
文采出众	文采出眾
文采郁郁	文采郁郁
文采风流	文采風流
文锦复阱	文錦覆阱
斐然向风	斐然向風
斗上一斗	鬥上一鬥
斗了一斗	鬥了一鬥
斗了起来	鬥了起來
斗争大会	鬥爭大會
斗争形式	鬥爭形式
斗争意志	鬥爭意志
斗争斗合	鬥爭鬥合
斗争方式	鬥爭方式
斗他一斗	鬥他一鬥
斗升之水	斗升之水
斗升之禄	斗升之祿
斗南一人	斗南一人
斗她一斗	鬥她一鬥
斗室生辉	斗室生輝
斗巧争奇	鬥巧爭奇
斗志昂扬	鬥志昂揚
斗志高昂	鬥志高昂
斗折蛇行	斗折蛇行
斗斛之禄	斗斛之祿
斗方名士	斗方名士
斗智斗力	鬥智鬥力
斗杓东指	斗杓東指
斗杓转势	斗杓轉勢
斗来斗去	鬥來鬥去
斗牙拌齿	鬥牙拌齒
斗牙斗齿	鬥牙鬥齒
斗牛之间	斗牛之間
斗私批修	鬥私批修
斗筲之人	斗筲之人
斗筲之器	斗筲之器
斗筲之徒	斗筲之徒
斗筲之才	斗筲之才
斗筲之材	斗筲之材
斗筲之辈	斗筲之輩
斗筲小器	斗筲小器
斗筲穿窬	斗筲穿窬
斗粟囊金	斗粟囊金
斗粟尺布	斗粟尺布
斗绝一隅	斗絕一隅
斗罗大陆	斗羅大陸
斗而铸兵	鬥而鑄兵
斗而铸锥	鬥而鑄錐
斗艳争芳	鬥豔爭芳
斗转参横	斗轉參橫
斗转星移	斗轉星移
斗酒只鸡	斗酒隻雞
斗酒学士	斗酒學士
斗酒百篇	斗酒百篇
斗重山齐	斗重山齊
斗量车载	斗量車載
斗鸡走狗	鬥雞走狗
斗鸡走马	鬥雞走馬
料敌制胜	料敵制勝
斜座标系	斜座標系
斩尽杀绝	斬盡殺絕
斫雕为朴	斫雕爲樸
断发文身	斷髮文身
断根绝种	斷根絕種
断纸余墨	斷紙余墨
断绝关系	斷絕關係
断钗重合	斷釵重合
断雨残云	斷雨殘雲
斯伯丁杯	斯伯丁盃
斯坦贝克	斯坦貝克
斯洛伐克	斯洛伐克
斯瓦希里	斯瓦希裏
斯科普里	斯科普裏
斯芬克士	斯芬克士
斯芬克斯	斯芬克斯
斯里兰卡	斯里蘭卡
斯里査潘	斯里査潘
新书看板	新書看板
新修本草	新修本草
新几內亚	新幾內亞
新几内亚	新幾內亞
新出土儿	新出土兒
新出手儿	新出手兒
新城电台	新城電臺
新慕道团	新慕道團
新斯科舍	新斯科舍
新板特区	新板特區
新潮流系	新潮流系
新疆回变	新疆回變
新罕布夏	新罕布夏
新莺出谷	新鶯出谷
新闻价值	新聞價值
新闻周刊	新聞週刊
新闻杂志	新聞雜誌
斲雕为朴	斲雕爲樸
方圆十里	方圓十里
方斯蔑如	方斯蔑如
方方面面	方方面面
方济谷派	方濟谷派
方面兼圻	方面兼圻
方面大耳	方面大耳
方面官员	方面官員
施仁布德	施仁布德
施仁布恩	施仁布恩
施仁布泽	施仁布澤
施恩布德	施恩布德
施放烟火	施放煙火
施朱傅粉	施朱傅粉
施粥舍饭	施粥捨飯
施舍之道	施舍之道
旁征博引	旁徵博引
旁系亲属	旁系親屬
旁系血亲	旁系血親
旅游事业	旅遊事業
旅游城市	旅遊城市
旅游局长	旅遊局長
旅游手冊	旅遊手冊
旅游景点	旅遊景點
旅游热点	旅遊熱點
旅游胜地	旅遊勝地
旅游集散	旅遊集散
旅行剧团	旅行劇團
旋干转坤	旋乾轉坤
旋涡星云	旋渦星雲
旋涡星系	旋渦星系
旋转干坤	旋轉乾坤
旋转曲面	旋轉曲面
旌善惩恶	旌善懲惡
旗开得胜	旗開得勝
旗鼓相当	旗鼓相當
无一幸免	無一倖免
无业游民	無業遊民
无业闲散	無業閒散
无了无休	無了無休
无以复加	無以復加
无价之宝	無價之寶
无价珍珠	無價珍珠
无偏无党	無偏無黨
无党无偏	無黨無偏
无党无派	無黨無派
无冤无仇	無冤無仇
无冬无夏	無冬無夏
无凭无据	無憑無據
无出其右	無出其右
无动于衷	無動於衷
无千大万	無千大萬
无千带数	無千帶數
无千无万	無千無萬
无可救药	無可救藥
无后为大	無後爲大
无复孑遗	無復孑遺
无尽无休	無盡無休
无尽无穷	無盡無窮
无尽缘起	無盡緣起
无形输出	無形輸出
无征不信	無徵不信
无恶不作	無惡不作
无所牵挂	無所牽掛
无所适从	無所適從
无挂无碍	無掛無礙
无敌不克	無敵不克
无梁楼盖	無樑樓蓋
无欲则刚	無欲則剛
无法克制	無法剋制
无法挽救	無法挽救
无济于事	無濟於事
无烟火药	無煙火藥
无烟焦煤	無煙焦煤
无牵无挂	無牽無掛
无畏布施	無畏佈施
无穷无尽	無窮無盡
无精打采	無精打采
无线电台	無綫電臺
无缘见面	無緣見面
无药可救	無藥可救
无补于世	無補於世
无补于事	無補於事
无补于时	無補於時
无足挂齿	無足掛齒
无适无莫	無適無莫
无钩绦虫	無鉤絛蟲
日久弥新	日久彌新
日出三竿	日出三竿
日出日落	日出日落
日出而作	日出而作
日升月恒	日升月恆
日历年度	日曆年度
日复一日	日復一日
日干夜干	日幹夜幹
日据时代	日據時代
日月升恒	日月升恆
日月参辰	日月參辰
日月合璧	日月合璧
日本国志	日本國誌
日正当中	日正當中
日理万机	日理萬機
日行千里	日行千里
日试万言	日試萬言
日趋恶劣	日趨惡劣
日转千街	日轉千街
日转千阶	日轉千階
日进斗金	日進斗金
日锻月炼	日鍛月煉
日食万钱	日食萬錢
旧地重游	舊地重遊
旧念复萌	舊念復萌
旧态复萌	舊態復萌
旧恨新仇	舊恨新仇
旧疾复发	舊疾復發
旧病复发	舊病復發
早借早还	早借早還
早出晚归	早出晚歸
早占勿药	早占勿藥
早去早回	早去早回
早名必折	早名必折
早日康复	早日康復
早有计划	早有計劃
旭日东升	旭日東昇
旭日初升	旭日初昇
时代周刊	時代週刊
时刻准备	時刻準備
时和岁丰	時和歲豐
时和年丰	時和年豐
时报周刊	時報週刊
时报杂志	時報雜誌
时紧时松	時緊時鬆
时装表演	時裝表演
时间电价	時間電價
时间艺术	時間藝術
时间范围	時間範圍
旷世之才	曠世之才
旷世奇才	曠世奇才
旷世逸才	曠世逸才
旷日弥久	曠日彌久
旷若发蒙	曠若發矇
旷课记录	曠課記錄
昆仑山脉	崑崙山脈
昆宁佩克	昆寧佩克
昆虫学家	昆蟲學家
昆都仑区	昆都侖區
昊天不吊	昊天不弔
昊天罔极	昊天罔極
明争暗斗	明爭暗鬥
明于观人	明於觀人
明伙画供	明伙畫供
明修栈道	明修棧道
明升暗降	明升暗降
明媚闲雅	明媚閒雅
明察暗访	明察暗訪
明察秋毫	明察秋毫
明尼苏达	明尼蘇達
明岗暗哨	明崗暗哨
明并日月	明並日月
明弃暗取	明棄暗取
明志工专	明志工專
明志工业	明志工業
明暗不定	明暗不定
明月当空	明月當空
明来暗往	明來暗往
明枪暗箭	明槍暗箭
明查暗访	明査暗訪
明査暗访	明査暗訪
明欺暗骗	明欺暗騙
明沟暗渠	明溝暗渠
明珠暗投	明珠暗投
明白了当	明白了當
明目张胆	明目張胆
明知就里	明知就裏
明窗净几	明窗淨几
明窗彩户	明窗彩戶
明窗淨几	明窗淨几
明见万里	明見萬里
明鉴万里	明鑑萬里
明鉴秋毫	明鑑秋毫
明降暗升	明降暗升
昏天暗地	昏天暗地
昏头转向	昏頭轉向
昏昏暗暗	昏昏暗暗
昏昏欲睡	昏昏欲睡
易于反掌	易於反掌
易卜拉辛	易卜拉辛
易发难收	易發難收
易学启蒙	易學啓蒙
易熔合金	易熔合金
星彩正彩	星彩正彩
星点弹涂	星點彈塗
星移斗换	星移斗換
星移斗转	星移斗轉
星罗云布	星羅雲佈
星罗云散	星羅雲散
星罗棋布	星羅棋佈
星落云散	星落雲散
星象恶曜	星象惡曜
星驰电发	星馳電發
映入眼帘	映入眼簾
映照出来	映照出來
春兰秋菊	春蘭秋菊
春华秋实	春華秋實
春去秋来	春去秋來
春回大地	春回大地
春困秋乏	春困秋乏
春夏秋冬	春夏秋冬
春心荡漾	春心蕩漾
春来秋去	春來秋去
春树暮云	春樹暮雲
春武里府	春武里府
春生秋杀	春生秋殺
春祈秋报	春祈秋報
春秋三传	春秋三傳
春秋五霸	春秋五霸
春秋几何	春秋幾何
春秋大梦	春秋大夢
春秋战国	春秋戰國
春秋日高	春秋日高
春秋时代	春秋時代
春秋笔削	春秋筆削
春秋笔法	春秋筆法
春秋繁露	春秋繁露
春秋鼎盛	春秋鼎盛
春笋怒发	春筍怒發
春花秋月	春花秋月
春蚓秋蛇	春蚓秋蛇
春露秋霜	春露秋霜
春风满面	春風滿面
春香斗学	春香鬥學
昧于事理	昧於事理
昨天夜里	昨天夜裏
昭君出塞	昭君出塞
是非善恶	是非善惡
是非曲直	是非曲直
昴宿星团	昴宿星團
昼伏夜出	晝伏夜出
昼伏夜游	晝伏夜游
显微手术	顯微手術
显现出来	顯現出來
显着标志	顯着標志
显示出来	顯示出來
显示钟表	顯示鐘錶
显著标志	顯著標志
显露出来	顯露出來
晃晃荡荡	晃晃蕩蕩
晏子春秋	晏子春秋
晕头转向	暈頭轉向
晚娘面孔	晚娘面孔
晚期癌症	晚期癌症
晚生后学	晚生後學
晚秋作物	晚秋作物
晚秋时节	晚秋時節
晚食当肉	晚食當肉
晨参暮省	晨參暮省
晨参暮礼	晨參暮禮
晨钟暮鼓	晨鐘暮鼓
普利艾托	普利艾托
普同文化	普同文化
普天同庆	普天同慶
普奥同盟	普奧同盟
普庵老祖	普庵老祖
普拉齐克	普拉齊克
普普艺术	普普藝術
普罗扎克	普羅扎克
普莱克斯	普萊克斯
普里切特	普里切特
普里斯特	普里斯特
普里斯莱	普里斯萊
普里查德	普里査德
景从云合	景從雲合
景从云集	景從雲集
景星庆云	景星慶雲
晴云秋月	晴雲秋月
晴时多云	晴時多雲
晴空万里	晴空萬里
晴转多云	晴轉多雲
晶体振荡	晶體振盪
智尽能索	智盡能索
暖荡撩锅	暖盪撩鍋
暗中作怪	暗中作怪
暗中摸索	暗中摸索
暗中监视	暗中監視
暗中行事	暗中行事
暗了下来	暗了下來
暗叫一声	暗叫一聲
暗吃一惊	暗吃一驚
暗室不欺	暗室不欺
暗室亏心	暗室虧心
暗室可欺	暗室可欺
暗室私心	暗室私心
暗室逢灯	暗室逢燈
暗察明访	暗察明訪
暗射地图	暗射地圖
暗度陈仓	暗度陳倉
暗操贱业	暗操賤業
暗无天日	暗無天日
暗暗淡淡	暗暗淡淡
暗淡无光	暗淡無光
暗渡陈仓	暗渡陳倉
暗潮汹涌	暗潮洶涌
暗然失色	暗然失色
暗笑一声	暗笑一聲
暗箭中人	暗箭中人
暗箭伤人	暗箭傷人
暗箭明鎗	暗箭明鎗
暗箭难防	暗箭難防
暗箱操作	暗箱操作
暗线光谱	暗綫光譜
暗结珠胎	暗結珠胎
暗自流泪	暗自流淚
暗自神伤	暗自神傷
暗自窃喜	暗自竊喜
暗藏春色	暗藏春色
暗藏玄机	暗藏玄機
暗藏鬼胎	暗藏鬼胎
暗记在心	暗記在心
暗送秋波	暗送秋波
暗通款曲	暗通款曲
暗香疏影	暗香疏影
暮云亲舍	暮雲親舍
暮云春树	暮雲春樹
暮礼晨参	暮禮晨參
暮雨朝云	暮雨朝雲
暮鼓晨钟	暮鼓晨鐘
暴发出来	暴發出來
暴尸于市	暴屍於市
暴敛横征	暴斂橫徵
暴露出来	暴露出來
曙后星孤	曙後星孤
曲媚取容	曲媚取容
曲学诐行	曲學詖行
曲学阿世	曲學阿世
曲尺楼梯	曲尺樓梯
曲尽人情	曲盡人情
曲尽其妙	曲盡其妙
曲径通幽	曲徑通幽
曲心矫肚	曲心矯肚
曲意俯就	曲意俯就
曲意奉承	曲意奉承
曲意逢迎	曲意逢迎
曲折离奇	曲折離奇
曲折萦纡	曲折縈紆
曲曲弯弯	曲曲彎彎
曲曲折折	曲曲折折
曲棍球员	曲棍球員
曲棍球赛	曲棍球賽
曲水流觞	曲水流觴
曲率向量	曲率向量
曲直分明	曲直分明
曲突徙薪	曲突徙薪
曲线拟合	曲綫擬合
曲线运动	曲綫運動
曲终人散	曲終人散
曲终奏雅	曲終奏雅
曲肱为枕	曲肱爲枕
曲肱之乐	曲肱之樂
曲肱而枕	曲肱而枕
曲里拐弯	曲裏拐彎
曲阜孔庙	曲阜孔廟
曲霉毒素	曲黴毒素
曲靖地区	曲靖地區
曲高和寡	曲高和寡
曲麻莱县	曲麻萊縣
曳尾泥涂	曳尾泥塗
曳尾涂中	曳尾塗中
更仆难数	更僕難數
更加规范	更加規範
更大范围	更大範圍
更待干罢	更待干罷
更胜一筹	更勝一籌
更鼓敲尽	更鼓敲盡
曼谷邮报	曼谷郵報
曾几何时	曾幾何時
曾参杀人	曾參殺人
曾母暗沙	曾母暗沙
最初几天	最初幾天
最初几年	最初幾年
最后一天	最後一天
最后审判	最後審判
最后晚餐	最後晚餐
最后更新	最後更新
最后期限	最後期限
最后胜利	最後勝利
最后通牒	最後通牒
最大范围	最大範圍
最小范围	最小範圍
最近几天	最近幾天
最近几年	最近幾年
最高当局	最高當局
月中折桂	月中折桂
月丽于箕	月麗於箕
月入数万	月入數萬
月地云阶	月地雲階
月坠花折	月墜花折
月宫娘娘	月宮娘娘
月桂树叶	月桂樹葉
月球表面	月球表面
月离于毕	月離於畢
月色迷蒙	月色迷濛
月落参横	月落參橫
月里嫦娥	月裏嫦娥
月锻季炼	月鍛季煉
有个好歹	有個好歹
有个屁用	有個屁用
有个数儿	有個數兒
有个说儿	有個說兒
有了人家	有了人家
有仇必报	有仇必報
有价証券	有價証券
有价证券	有價證券
有何面目	有何面目
有佛出世	有佛出世
有关方面	有關方面
有凭有据	有憑有據
有出好戏	有齣好戲
有力出力	有力出力
有去无回	有去無回
有同情心	有同情心
有奖征答	有獎徵答
有女同车	有女同車
有尽有让	有儘有讓
有征无战	有征無戰
有志一同	有志一同
有志之士	有志之士
有志竟成	有志竟成
有志难酬	有志難酬
有感而云	有感而云
有感而发	有感而發
有所不同	有所不同
有才无命	有才無命
有把傢伙	有把傢伙
有效范围	有效範圍
有效面积	有效面積
有机化合	有機化合
有机合成	有機合成
有板有眼	有板有眼
有枝有叶	有枝有葉
有枝添叶	有枝添葉
有棱有角	有棱有角
有求于人	有求於人
有福同享	有福同享
有色人种	有色人種
有药瘾者	有藥癮者
有进有出	有進有出
有鉴于此	有鑑於此
有钩绦虫	有鉤絛蟲
有钱出钱	有錢出錢
有钱有闲	有錢有閒
有难同当	有難同當
朋党为奸	朋黨爲奸
朋党之争	朋黨之爭
朋党比周	朋黨比周
朋比为奸	朋比爲奸
朋比作仇	朋比作仇
朋比作奸	朋比作奸
服务周到	服務周到
服务范围	服務範圍
服务规范	服務規範
服毒自尽	服毒自盡
服药过量	服藥過量
朗朗云天	朗朗雲天
望云之情	望雲之情
望眼欲穿	望眼欲穿
望秋先零	望秋先零
望穿秋水	望穿秋水
朝乾夕惕	朝乾夕惕
朝云暮雨	朝雲暮雨
朝出夕改	朝出夕改
朝升暮合	朝升暮合
朝参暮礼	朝參暮禮
朝发夕至	朝發夕至
朝干夕惕	朝乾夕惕
朝梁暮晋	朝梁暮晉
朝梁暮陈	朝梁暮陳
朝野两党	朝野兩黨
朝钟暮鼓	朝鐘暮鼓
朝鲜冷面	朝鮮冷麵
朦在鼓里	朦在鼓裏
木偶戏扎	木偶戲紮
木强则折	木強則折
木朽不雕	木朽不雕
木材干馏	木材乾餾
木板大鼓	木板大鼓
木薯淀粉	木薯澱粉
木雕泥塑	木雕泥塑
未了公案	未了公案
未卜先知	未卜先知
未嫁新娘	未嫁新娘
未尝不可	未嘗不可
未尽事宜	未盡事宜
未必尽然	未必盡然
未知万一	未知萬一
未竟之志	未竟之志
未签字者	未簽字者
未降反升	未降反升
末大必折	末大必折
本古里昂	本古里昂
本台消息	本臺消息
本同末异	本同末異
本征向量	本徵向量
本所同仁	本所同仁
本期发生	本期發生
本机振荡	本機振盪
本来面目	本來面目
本色当行	本色當行
本草药学	本草藥學
札格拉布	札格拉布
札格瑞布	札格瑞布
术德兼修	術德兼修
