一万二	一萬二
朱祖谋	朱祖謀
朱立伦	朱立倫
朱红灯	朱紅燈
朱红色	硃紅色
朱经武	朱經武
朱自清	朱自清
朱舜水	朱舜水
朱莉娅	朱莉婭
朱衣吏	朱衣吏
朱衣神	朱衣神
朱贝尔	朱貝爾
朱迪亚	朱迪亞
朱郁信	朱郁信
朱镕基	朱鎔基
朱阿英	朱阿英
朱雀号	朱雀號
朱雀桥	朱雀橋
朱马亚	朱馬亞
朱骏声	朱駿聲
朱高炽	朱高熾
朴世莉	朴世莉
朴京琳	朴京琳
朴仔树	朴仔樹
朴修斯	樸修斯
朴克牌	樸克牌
朴凤柱	朴鳳柱
朴吉渊	朴吉淵
朴周永	朴周永
朴子市	朴子市
朴子溪	朴子溪
朴宣英	朴宣英
朴志胤	朴志胤
朴念仁	樸念仁
朴恩惠	朴恩惠
朴新阳	朴新陽
朴智星	朴智星
朴槿惠	朴槿惠
朴正恩	朴正恩
朴正熙	朴正熙
朴正祥	朴正祥
朴永训	朴永訓
朴泰桓	朴泰桓
朴璐美	朴璐美
朴真熙	朴真熙
朴诗妍	朴詩妍
朴赞浩	朴贊浩
机修厂	機修廠
机壳厂	機殼廠
机械系	機械系
机械表	機械錶
机械钟	機械鐘
朽木虫	朽木蟲
杀出去	殺出去
杀出来	殺出來
杀千刀	殺千刀
杀虫剂	殺蟲劑
杀虫器	殺蟲器
杀虫药	殺蟲藥
杀蠹药	殺蠹藥
杂交种	雜交種
杂合菜	雜合菜
杂和面	雜和麵
杂婚制	雜婚制
杂志奖	雜誌獎
杂志社	雜誌社
杂志纸	雜志紙
杂技团	雜技團
杂板令	雜板令
杂种人	雜種人
杂种狗	雜種狗
杂谷脑	雜谷腦
杂酱面	雜醬麵
权力欲	權力慾
杆菌性	桿菌性
杆菌类	桿菌類
杆菌素	桿菌素
杈杆儿	杈桿兒
李万进	李萬進
李三娘	李三娘
李丰永	李豐永
李云光	李雲光
李云娜	李雲娜
李修贤	李修賢
李克强	李克強
李克昂	李克昂
李克齐	李克齊
李公朴	李公樸
李准基	李準基
李千娜	李千娜
李叔同	李叔同
李后主	李後主
李咸阳	李咸陽
李国修	李國修
李圣杰	李聖傑
李复兴	李復興
李复甸	李復甸
李大同	李大同
李安修	李安修
李家同	李家同
李干龙	李乾龍
李开复	李開復
李志勳	李志勳
李志宏	李志宏
李志强	李志強
李洪志	李洪志
李炳千	李炳千
李百药	李百藥
李盟干	李盟乾
李秋静	李秋靜
李胜琛	李勝琛
李连杰	李連杰
李連杰	李連杰
李鉴原	李鑑原
李钟奭	李鐘奭
李钟郁	李鍾郁
李链福	李鍊福
李锺郁	李鍾郁
杏干儿	杏乾兒
材料系	材料系
材积表	材積表
村子里	村子裏
村干事	村幹事
村落发	村落發
村里长	村里長
杜丽娘	杜麗娘
杜寅杰	杜寅傑
杜尚别	杜尚別
杜尼克	杜尼克
杜杰利	杜傑利
杜杰尔	杜傑爾
杜正胜	杜正勝
杜秋娘	杜秋娘
杞梁妻	杞梁妻
条板箱	條板箱
条纹布	條紋布
来回票	來回票
来复日	來復日
来复枪	來復槍
来复线	來復綫
来自于	來自於
来苏水	來蘇水
来苏糖	來蘇糖
杨万发	楊萬發
杨万里	楊萬里
杨云龙	楊雲龍
杨俊胜	楊俊勝
杨千霈	楊千霈
杨士梁	楊士樑
杨宏志	楊宏志
杨文志	楊文誌
杨日松	楊日松
杨松弦	楊松弦
杨秋兴	楊秋興
杨胜帆	楊勝帆
杨胜旭	楊勝旭
杨致远	楊致遠
杨苏棣	楊甦棣
杨采妮	楊採妮
杨雅筑	楊雅筑
杯中物	杯中物
杯白干	杯白乾
杯盘舞	杯盤舞
杰乐米	傑樂米
杰佛兹	傑佛茲
杰佛利	傑佛利
杰佛士	傑佛士
杰佛森	傑佛森
杰佛瑞	傑佛瑞
杰佛逊	傑佛遜
杰克森	傑克森
杰克逊	傑克遜
杰卡伯	傑卡伯
杰士派	傑士派
杰奎琳	傑奎琳
杰尔村	傑爾村
杰尼斯	傑尼斯
杰弗逊	傑弗遜
杰拉德	傑拉德
杰福斯	傑福斯
杰福瑞	傑福瑞
杰米森	傑米森
杰西卡	傑西卡
杰迪卓	傑迪卓
杰里森	傑里森
杰里科	傑里科
杰里米	傑里米
松一下	鬆一下
松一些	鬆一些
松一松	鬆一鬆
松下了	鬆下了
松下来	鬆下來
松不开	鬆不開
松不松	鬆不鬆
松不紧	鬆不緊
松了松	鬆了鬆
松井秀	松井秀
松元音	鬆元音
松出一	鬆出一
松出口	鬆出口
松化石	松化石
松北区	松北區
松原市	松原市
松口气	鬆口氣
松口蘑	松口蘑
松叶蕨	松葉蕨
松土机	鬆土機
松大辅	松大輔
松山区	松山區
松山庄	松山庄
松岭区	松嶺區
松巴哇	松巴哇
松弛到	鬆弛到
松弛剂	鬆弛劑
松弛法	鬆弛法
松得多	鬆得多
松懈下	鬆懈下
松指部	松指部
松智路	松智路
松本仞	松本仞
松本润	松本潤
松果体	松果體
松果腺	松果腺
松柏园	松柏園
松桃县	松桃縣
松毛虫	松毛蟲
松江区	松江區
松江省	松江省
松江路	松江路
松油管	鬆油管
松油门	鬆油門
松浦亚	松浦亞
松溪县	松溪縣
松滋市	鬆滋市
松潘县	松潘縣
松烟墨	松煙墨
松焦油	松焦油
松狮犬	松獅犬
松球鱼	松球魚
松皮癣	松皮癬
松竹梅	松竹梅
松竹路	松竹路
松紧带	鬆緊帶
松脂石	松脂石
松脆饼	鬆脆餅
松节油	松節油
松花江	松花江
松花砚	松花硯
松花纸	松花紙
松花蛋	松花蛋
松花饼	松花餅
松藻虫	松藻蟲
松蛋包	鬆蛋包
松起来	鬆起來
松阳县	松陽縣
松隆子	松隆子
松露猪	松露豬
松风流	松風流
松香水	松香水
松香油	松香油
松高路	松高路
松鼠猴	松鼠猴
板凳区	板凳區
板南线	板南綫
板土线	板土綫
板式塔	板式塔
板擦儿	板擦兒
板条箱	板條箱
板桥市	板橋市
板梁桥	板梁橋
板着脸	板着臉
板羽球	板羽球
板著脸	板著臉
板蓝根	板藍根
板金工	板金工
板门店	板門店
极乐舞	極樂舞
极乐鸟	極樂鳥
极便当	極便當
极右派	極右派
极右翼	極右翼
极地年	極地年
极地狐	極地狐
极坐标	極座標
极大值	極大值
极大期	極大期
极小值	極小值
极少数	極少數
极左派	極左派
极待救	亟待救
极待解	亟待解
极性键	極性鍵
极短篇	極短篇
极端派	極端派
极细小	極細小
极限值	極限值
极高点	極高點
构筑物	構築物
林丰正	林豐正
林义杰	林義傑
林云阁	林雲閣
林俊杰	林俊杰
林克谟	林克謨
林克谦	林克謙
林占梅	林占梅
林合隆	林合隆
林周县	林周縣
林国梁	林國樑
林宏岳	林宏嶽
林布兰	林布蘭
林干闵	林乾閔
林志嘉	林志嘉
林志坚	林志堅
林志声	林志聲
林志杰	林志傑
林志炫	林志炫
林志玲	林志玲
林志翔	林志翔
林志辉	林志輝
林志隆	林志隆
林志雄	林志雄
林志颖	林志穎
林恢复	林恢復
林承志	林承志
林振丰	林振豐
林敬杰	林敬傑
林智胜	林智勝
林杰梁	林杰樑
林杰闵	林傑閔
林松焕	林松煥
林正杰	林正杰
林永发	林永發
林秀合	林秀合
林秋桂	林秋桂
林羣志	林羣志
林致光	林致光
林芳郁	林芳郁
林英杰	林英傑
林荣松	林榮松
林谷桦	林谷樺
林谷芳	林谷芳
林郁方	林郁方
林靖杰	林靖傑
林颖穗	林穎穗
林默娘	林默娘
果子干	果子乾
果子药	果子藥
枪杆儿	槍桿兒
枪杆子	槍桿子
枫之谷	楓之谷
枯叶蝶	枯葉蝶
架出去	架出去
架出来	架出來
架回去	架回去
架回来	架回來
柏克莱	柏克萊
柏克郡	柏克郡
柏南克	柏南克
柏卡里	柏卡里
柏戴克	柏戴克
柏梁体	柏梁體
柏梁台	柏梁臺
柏梁诗	柏梁詩
柏里斯	柏里斯
某个人	某個人
某方面	某方面
某种人	某種人
染发剂	染髮劑
染指于	染指於
染殿后	染殿后
染织厂	染織廠
柜员机	櫃員機
柜身子	櫃身子
柜面儿	櫃面兒
查克拉	査克拉
查克瑞	査克瑞
查准率	査準率
柯克斯	柯克斯
柯札克	柯札克
柳升耀	柳昇耀
柳叶儿	柳葉兒
柳叶刀	柳葉刀
柳叶描	柳葉描
柳叶眉	柳葉眉
柳叶鱼	柳葉魚
柳斌杰	柳斌杰
柳诒征	柳詒徵
柴埼幸	柴埼幸
査不出	査不出
査克拉	査克拉
査兑克	査兌克
査出来	査出來
査号台	査號臺
査回去	査回去
査回来	査回來
査报表	査報表
査询台	査詢台
査问出	査問出
标准值	標準值
标准像	標準像
标准制	標準制
标准化	標準化
标准型	標準型
标准局	標準局
标准差	標準差
标准时	標準時
标准木	標準木
标准杆	標準桿
标准版	標準版
标准组	標準組
标准舞	標準舞
标准规	標準規
标准语	標準語
标准间	標準間
标准音	標準音
标出去	標出去
标出来	標出來
标志性	標志性
标志着	標志着
标本虫	標本蟲
标示出	標示出
栉发工	櫛髮工
树虫子	樹蟲子
样板戏	樣板戲
核二厂	核二廠
核僵持	核僵持
核冬天	核冬天
核准的	核准的
核发电	核發電
核合成	核合成
核子厂	核子廠
核对表	核對表
核当量	核當量
核技术	核技術
核电厂	核電廠
核融合	核融合
核计划	核計劃
核防御	核防御
根据地	根據地
根目录	根目錄
根茎叶	根莖葉
格兰杰	格蘭傑
格别乌	格別烏
格子布	格子布
格斗王	格鬥王
格斗者	格鬥者
格斗赛	格鬥賽
格里历	格里曆
栽种机	栽種機
栽种法	栽種法
栽觔斗	栽觔斗
栽跟斗	栽跟斗
桂仔云	桂仔云
桂圆干	桂圓乾
桂林团	桂林團
桃叶歌	桃葉歌
桃叶渡	桃葉渡
桃核雕	桃核雕
桃花面	桃花面
桃金娘	桃金娘
框出来	框出來
案发前	案發前
案发后	案發後
案发时	案發時
案头柜	案頭櫃
桉叶油	桉葉油
桌别林	桌別林
桌历史	桌歷史
桌面上	桌面上
桌面儿	桌面兒
桐花烟	桐花煙
桑定党	桑定黨
桑布森	桑布森
桑干河	桑乾河
桑托斯	桑托斯
桑托荣	桑托榮
桑杰士	桑傑士
桓台县	桓台縣
档案柜	檔案櫃
桥面上	橋面上
梁世煌	梁世煌
梁仙台	梁仙台
梁任公	梁任公
梁伟聪	梁偉聰
梁伟铭	梁偉銘
梁修身	梁修身
梁元帝	梁元帝
梁又琳	梁又琳
梁启超	梁啓超
梁咏琪	梁詠琪
梁园区	梁園區
梁国荣	梁國榮
梁太祖	梁太祖
梁子湖	梁子湖
梁实秋	梁實秋
梁家辉	梁家輝
梁容银	梁容銀
梁山伯	梁山伯
梁山县	梁山縣
梁山市	梁山市
梁山泊	梁山泊
梁平县	梁平縣
梁建伟	梁建偉
梁德馨	梁德馨
梁心颐	梁心頤
梁惠王	梁惠王
梁敬帝	梁敬帝
梁文冲	梁文沖
梁文音	梁文音
梁文骐	梁文騏
梁朝伟	梁朝偉
梁次震	梁次震
梁武帝	梁武帝
梁河县	梁河縣
梁漱溟	梁漱溟
梁父吟	梁父吟
梁玉芳	梁玉芳
梁皇忏	梁皇懺
梁红玉	梁紅玉
梁经伦	梁經倫
梁茜雯	梁茜雯
梁辰鱼	梁辰魚
梁锦兴	梁錦興
梁静茹	梁靜茹
梁靜茹	梁靜茹
梅克尔	梅克爾
梅布托	梅布托
梅干菜	梅乾菜
梅西叶	梅西葉
梅里亚	梅里亞
梅里斯	梅里斯
梅里美	梅里美
梦周公	夢周公
梦工厂	夢工廠
梦游症	夢遊症
梦粱录	夢粱錄
梦行症	夢行症
梨干儿	梨乾兒
梳头发	梳頭髮
梳妆台	梳妝臺
检字表	檢字表
检査出	檢査出
检核表	檢核表
检测出	檢測出
检阅台	檢閱台
检验出	檢驗出
棉布婚	棉布婚
棉纤维	棉纖維
棉纺厂	棉紡廠
棉花布	棉花布
棉药签	棉藥簽
棉铃虫	棉鈴蟲
棒子面	棒子麵
棒极了	棒極了
棒针衫	棒針衫
棕色种	棕色種
棘针科	棘針科
棘针门	棘針門
森林里	森林裏
棱等登	棱等登
棱锥台	棱錐台
棺材板	棺材板
棺材里	棺材裏
植基于	植基於
植根于	植根於
植物志	植物誌
植病系	植病系
椭圆面	橢圓面
椰枣干	椰棗乾
楚庄王	楚莊王
楞了楞	楞了楞
楼台会	樓臺會
楼梯台	樓梯臺
榆叶梅	榆葉梅
榨油厂	榨油廠
樊于期	樊於期
模制品	模製品
模块板	模塊板
模型板	模型板
模式种	模式種
模拟出	模擬出
模板工	模板工
模组厂	模組廠
模范区	模範區
模范村	模範村
模范生	模範生
模范省	模範省
模范章	模範章
横了心	橫了心
横切面	橫切面
横剖面	橫剖面
横截面	橫截面
横断面	橫斷面
横筋斗	横筋斗
横须贺	橫須賀
樱花杯	櫻花盃
橄榄岩	橄欖岩
機械系	機械系
橡子面	橡子麵
橡木叶	橡木葉
次一个	次一個
次分面	次分面
欢乐谷	歡樂谷
欧伯托	歐伯托
欧佩克	歐佩克
欧克曼	歐克曼
欧克莱	歐克萊
欧战后	歐戰後
欧洲杯	歐洲杯
欧秋雅	歐秋雅
欧胡岛	歐胡島
欧里桑	歐里桑
欧阳修	歐陽修
欧雷克	歐雷克
欸乃曲	欸乃曲
歇后语	歇後語
歇马杯	歇馬杯
歌剧团	歌劇團
歌坛上	歌壇上
歌舞团	歌舞團
歌风台	歌風臺
歛出来	歛出來
止不了	止不了
止咳药	止咳藥
止泻药	止瀉藥
止痛药	止痛藥
止血药	止血藥
正义党	正義黨
正反合	正反合
正反面	正反面
正合适	正合適
正后像	正後像
正后方	正後方
正处于	正處於
正官庄	正官庄
正对面	正對面
正当中	正當中
正当化	正當化
正当性	正當性
正当时	正當時
正手板	正手板
正方向	正方向
正电极	正電極
正确度	正確度
正确性	正確性
正误表	正誤表
正集团	正集團
正面图	正面圖
步兵团	步兵團
步后尘	步後塵
步枪团	步槍團
步行虫	步行蟲
步进制	步進制
步青云	步青雲
武当山	武當山
武当派	武當派
武曲星	武曲星
武胜关	武勝關
武胜县	武勝縣
武里省	武里省
歪摆布	歪擺佈
死不了	死不了
死定了	死定了
死板板	死板板
死胡同	死胡同
残余物	殘餘物
残废后	殘廢後
段皇云	段皇雲
毋须乎	毋須乎
母大虫	母大蟲
母权制	母權制
母音表	母音表
每个人	每個人
每个月	每個月
每公里	每公里
每分钟	每分鐘
每每只	每每只
每秒钟	每秒鐘
毒僵指	毒殭指
比不了	比不了
比杆赛	比桿賽
比表面	比表面
毕业于	畢業於
毛囊虫	毛囊蟲
毛巾布	毛巾布
毛栗子	毛栗子
毛毛虫	毛毛蟲
毛纺厂	毛紡廠
毛线针	毛綫針
毛织布	毛織布
毛语录	毛語錄
毫仑目	毫侖目
毫居里	毫居里
民丰县	民豐縣
民主党	民主黨
民众党	民眾黨
民政里	民政里
民族党	民族黨
民族志	民族誌
民社党	民社黨
民进党	民進黨
气一冲	氣一衝
气冲冲	氣沖沖
气压表	氣壓表
气吁吁	氣吁吁
气象台	氣象臺
氢卤酸	氫鹵酸
氮血症	氮血症
水一冲	水一衝
水俣症	水俁症
水再冲	水再衝
水准仪	水準儀
水准器	水準器
水准图	水準圖
水利制	水利制
水又冲	水又衝
水合物	水合物
水已冲	水已衝
水已干	水已乾
水帘洞	水簾洞
水干尽	水乾盡
水干掉	水乾掉
水平面	水平面
水当当	水噹噹
水彩画	水彩畫
水彩笔	水彩筆
水急冲	水急衝
水成岩	水成岩
水才干	水才乾
水斧虫	水斧蟲
水晶杯	水晶杯
水曲柳	水曲柳
水泥厂	水泥廠
水泥板	水泥板
水温表	水溫表
水烟袋	水煙袋
水秋千	水鞦韆
水管系	水管系
水管面	水管麵
水精帘	水精簾
水经注	水經注
水蜡树	水蠟樹
水蜡虫	水蠟蟲
水谷隼	水谷隼
水里乡	水里鄉
水里鄉	水里鄉
水面上	水面上
水面舰	水面艦
水龙卷	水龍卷
永丰县	永豐縣
永丰堂	永豐堂
永丰舰	永豐艦
永丰金	永豐金
永丰馀	永豐餘
永修县	永修縣
永别酒	永別酒
永历史	永歷史
永胜县	永勝縣
求助于	求助於
求古录	求古錄
求教于	求教於
求知欲	求知慾
求胜心	求勝心
汇出行	匯出行
汇川区	匯川區
汇款人	匯款人
汇款单	匯款單
汇流处	匯流處
汇流排	匯流排
汇流点	匯流點
汇流环	匯流環
汇率制	匯率制
汇集点	匯集點
汉台区	漢臺區
汉学系	漢學係
汉宫秋	漢宮秋
汉药方	漢藥方
汞合金	汞合金
江宏杰	江宏傑
江干区	江乾區
江志雄	江志雄
江苏人	江蘇人
江苏省	江蘇省
江苏队	江蘇隊
江采苹	江采蘋
江面上	江面上
江韦仑	江韋侖
汤下面	湯下麵
汪少杰	汪少傑
汪曲克	汪曲克
汲汲于	汲汲於
汽车厂	汽車廠
沃达丰	沃達豐
沈世宏	沈世宏
沈世朋	沈世朋
沈丘县	沈丘縣
沈云英	沈雲英
沈亚之	沈亞之
沈从文	沈從文
沈伟豪	沈偉豪
沈传芷	沈傳芷
沈住气	沈住氣
沈佳颖	沈佳穎
沈佺期	沈佺期
沈兼士	沈兼士
沈北新	沈北新
沈吉线	瀋吉綫
沈哲鲲	沈哲鯤
沈国放	沈國放
沈塔尼	沈塔尼
沈天俞	沈天俞
沈如峰	沈如峰
沈家诚	沈家誠
沈富雄	沈富雄
沈尹默	沈尹默
沈山线	瀋山綫
沈崇诲	沈崇誨
沈庆京	沈慶京
沈庆光	沈慶光
沈建宏	沈建宏
沈惠珍	沈惠珍
沈振来	沈振來
沈文台	沈文台
沈文成	沈文成
沈明伦	沈明倫
沈春华	沈春華
沈昭铭	沈昭銘
沈柏苍	沈柏蒼
沈殿霞	沈殿霞
沈河区	沈河區
沈淀法	沈澱法
沈淀物	沈澱物
沈淑敏	沈淑敏
沈滞性	沈滯性
沈玉琳	沈玉琳
沈璀庭	沈璀庭
沈甸甸	沈甸甸
沈砂池	沈砂池
沈积岩	沈積岩
沈积石	沈積石
沈筱珺	沈筱珺
沈继昌	沈繼昌
沈葆桢	沈葆楨
沈葆祯	沈葆禎
沈诗钧	沈詩鈞
沈钧启	沈鈞啓
沈钰杰	沈鈺傑
沈阳市	沈陽市
沈雁冰	沈雁冰
沈雨庭	沈雨庭
沈靳扬	沈靳揚
沉浸于	沉浸於
沉淀剂	沉澱劑
沉淀法	沉澱法
沉淀物	沉澱物
沉湎于	沉湎於
沉溺于	沉溺於
沉积岩	沉積岩
沉迷于	沉迷於
沉醉于	沉醉於
沉陷于	沉陷於
沙发垫	沙發墊
沙发椅	沙發椅
沙发牀	沙發牀
沙坑杆	沙坑桿
沙弥戒	沙彌戒
沙茶面	沙茶麵
沙里夫	沙里夫
沙雕赛	沙雕賽
没乱里	沒亂裏
没了当	沒了當
没了期	沒了期
没了法	沒了法
没了落	沒了落
没事干	沒事幹
没人烟	沒人煙
没体面	沒體面
没关系	沒關係
没准儿	沒準兒
没准头	沒準頭
没出去	沒出去
没出息	沒出息
没出来	沒出來
没出豁	沒出豁
没出长	沒出長
没合杀	沒合殺
没合煞	沒合煞
没后跟	沒後跟
没回去	沒回去
没回来	沒回來
没地里	沒地里
没头当	沒頭當
没干头	沒幹頭
没干淨	沒乾淨
没志气	沒志氣
没志行	沒志行
没意志	沒意志
没折至	沒摺至
没担当	沒擔當
没来历	沒來歷
没来回	沒來回
